"ASSOCIATIONID","ASSOCIATION","MONTH","YEAR","CLOSEDLISTINGS","PENDINGLISTINGS","ACTIVELISTINGS","AVERAGELISTINGPRICE","MEDIANLISTINGPRICE","AVERAGECLOSINGPRICE","MEDIANCLOSINGPRICE","TOTALDOLLARSSOLD","AVERAGEDAYSONMARKET"
4330,"Old Kentucky Home Board of REALTORS®",6,2017,73,52,130,224000,199500,188532,175000,13762852,126
4340,"Paducah Board of REALTORS®",6,2017,66,36,433,206227,169900,179350,145500,11837127,104
4345,"Pennyrile Board of REALTORS®",6,2017,28,,,,,139843,137950,3915600,191
4355,"REALTOR® Association of Southern Kentucky",6,2017,300,420,815,270849,199900,193574,160500,58072350,97
4370,"Somerset-Lake Cumberland Board of REALTORS®",6,2017,106,290,843,191195,149900,119085,103500,12622971,192
4275,"South Central Kentucky Association of REALTORS®",6,2017,47,51,157,179260,145000,144930,135000,6811700,135
4240,"Ashland Area Board of REALTORS®",5,2017,87,19,727,162678,129900,111765,95000,9723563,149
4250,"Central Kentucky Association of REALTORS®",5,2017,57,,290,196935,149200,159896,145000,9114091,116
4245,"Eastern Kentucky Association of REALTORS®",5,2017,55,72,723,165529,129900,105345,90000,5794000,208
4300,"Greater Louisville Association of REALTORS®",5,2017,1723,,,,,215627,179900,371524484,43
4335,"Greater Owensboro Board of REALTORS®",5,2017,149,173,468,186726,159900,153280,133000,22136116,82
4375,"Heart of Kentucky Association of REALTORS®",5,2017,250,408,800,203877,169900,153278,147750,38319577,117
4280,"Henderson-Audubon Board of REALTORS®",5,2017,42,30,128,137300,128200,134776,126750,5660601,37
4285,"Hopkinsville-Christian Board of REALTORS®",5,2017,45,51,228,156796,133950,149826,125000,6742183,123
4290,"Kentucky-Barkley Lakes Board of REALTORS®",5,2017,35,4,421,213588,162000,132692,107000,4644250,118
4295,"Lexington Bluegrass Association of REALTORS®",5,2017,1411,1437,3950,300161,208098,201949,165450,284950157,50
4310,"Madisonville-Hopkins Board of REALTORS®",5,2017,52,19,236,153997,129900,119635,97750,6221025,116
4315,"Mayfield-Graves Board of REALTORS®",5,2017,29,0,114,168776,140700,116419,96000,3376170,253
4320,"Murray Calloway County Board of REALTORS®",5,2017,39,8,163,275837,199900,143780,134000,5607450,109
4325,"Northern Kentucky Association of REALTORS®",5,2017,742,505,1726,281168,209995,182783,155500,135625702,52
4330,"Old Kentucky Home Board of REALTORS®",5,2017,57,53,129,217772,184000,151000,135000,8607021,124
4340,"Paducah Board of REALTORS®",5,2017,93,27,565,200589,159900,167234,139900,15552771,136
4345,"Pennyrile Board of REALTORS®",5,2017,29,,,,,160645,136500,4658700,171
4355,"REALTOR® Association of Southern Kentucky",5,2017,272,448,791,268962,199900,174497,150700,47463297,116
4370,"Somerset-Lake Cumberland Board of REALTORS®",5,2017,123,268,785,188564,149500,119463,107000,14693957,177
4275,"South Central Kentucky Association of REALTORS®",5,2017,49,60,147,184291,144900,140882,135000,6903237,180
4240,"Ashland Area Board of REALTORS®",4,2017,77,22,695,162517,125900,99818,90000,7686030,151
4250,"Central Kentucky Association of REALTORS®",4,2017,48,,263,190857,140000,158994,114500,7631740,120
4245,"Eastern Kentucky Association of REALTORS®",4,2017,50,70,728,165372,129900,121126,90750,6056325,236
4300,"Greater Louisville Association of REALTORS®",4,2017,1367,,,,,202303,168500,276548613,43
4335,"Greater Owensboro Board of REALTORS®",4,2017,112,174,337,155337,132400,136674,120450,15307528,81
4375,"Heart of Kentucky Association of REALTORS®",4,2017,217,409,766,200222,169900,155486,145000,33740480,117
4280,"Henderson-Audubon Board of REALTORS®",4,2017,26,18,90,156193,139900,151702,139450,3944277,40
4285,"Hopkinsville-Christian Board of REALTORS®",4,2017,27,33,194,131595,129900,126063,113000,3403690,167
4290,"Kentucky-Barkley Lakes Board of REALTORS®",4,2017,35,13,351,222569,159900,94569,93900,3309933,121
4295,"Lexington Bluegrass Association of REALTORS®",4,2017,1071,1457,3742,298006,198264,192913,160000,206610188,60
4310,"Madisonville-Hopkins Board of REALTORS®",4,2017,53,34,204,150937,119900,131985,125500,6995201,144
4315,"Mayfield-Graves Board of REALTORS®",4,2017,24,0,147,164136,139900,67999,51175,1631977,122
4320,"Murray Calloway County Board of REALTORS®",4,2017,33,23,167,302040,214900,131059,124000,4324950,127
4325,"Northern Kentucky Association of REALTORS®",4,2017,574,462,1582,280613,215000,175988,155000,101017579,55
4330,"Old Kentucky Home Board of REALTORS®",4,2017,55,49,158,217812,187500,146912,139900,8080200,114
4340,"Paducah Board of REALTORS®",4,2017,84,30,550,202776,159450,138131,137950,11603025,128
4345,"Pennyrile Board of REALTORS®",4,2017,16,,,,,165895,136500,2654317,157
4355,"REALTOR® Association of Southern Kentucky",4,2017,199,403,764,260046,190850,187362,165000,37285102,123
4370,"Somerset-Lake Cumberland Board of REALTORS®",4,2017,85,55,771,189865,149900,141588,126000,12034955,142
4275,"South Central Kentucky Association of REALTORS®",4,2017,36,58,146,189374,144750,154647,132950,5567300,138
4240,"Ashland Area Board of REALTORS®",3,2017,82,20,736,160514,124900,106660,89900,8746140,150
4250,"Central Kentucky Association of REALTORS®",3,2017,35,,278,185119,136500,131557,130000,4604521,112
4245,"Eastern Kentucky Association of REALTORS®",3,2017,58,65,721,167109,130000,93256,64000,5408875,199
4300,"Greater Louisville Association of REALTORS®",3,2017,1564,,,,,193518,160000,302661738,55
4335,"Greater Owensboro Board of REALTORS®",3,2017,127,166,342,145576,124950,141466,116500,17966230,90
4375,"Heart of Kentucky Association of REALTORS®",3,2017,250,383,819,195939,164900,151357,139700,37839336,117
4280,"Henderson-Audubon Board of REALTORS®",3,2017,30,36,84,111471,125000,108351,124450,3344150,75
4285,"Hopkinsville-Christian Board of REALTORS®",3,2017,34,31,205,110906,125900,104982,100750,3569374,150
4290,"Kentucky-Barkley Lakes Board of REALTORS®",3,2017,31,9,391,210683,149900,106493,84500,3301308,168
4295,"Lexington Bluegrass Association of REALTORS®",3,2017,1060,1458,3692,297951,189900,189280,155000,200636403,69
4310,"Madisonville-Hopkins Board of REALTORS®",3,2017,37,42,197,148459,119900,108749,105000,4023727,122
4315,"Mayfield-Graves Board of REALTORS®",3,2017,27,0,143,150079,127700,123333,79000,3330015,139
4320,"Murray Calloway County Board of REALTORS®",3,2017,23,12,158,288216,199700,136675,112000,3143528,97
4325,"Northern Kentucky Association of REALTORS®",3,2017,620,538,1574,270709,200000,175734,149900,108955497,58
4330,"Old Kentucky Home Board of REALTORS®",3,2017,66,63,157,232658,199500,146840,142700,9691440,147
4340,"Paducah Board of REALTORS®",3,2017,77,20,540,204245,159900,147483,130000,11356251,116
4345,"Pennyrile Board of REALTORS®",3,2017,19,,,,,187695,120000,3566200,159
4355,"REALTOR® Association of Southern Kentucky",3,2017,250,361,784,263331,193900,164015,147750,41003977,118
4370,"Somerset-Lake Cumberland Board of REALTORS®",3,2017,105,79,720,194519,150000,121110,100000,12716567,154
4275,"South Central Kentucky Association of REALTORS®",3,2017,36,45,143,184566,139500,113892,97500,4100100,215
4240,"Ashland Area Board of REALTORS®",2,2017,71,31,639,155192,119900,109918,99000,7804243,203
4250,"Central Kentucky Association of REALTORS®",2,2017,34,,266,1181404,136500,124507,115550,4233259,130
4245,"Eastern Kentucky Association of REALTORS®",2,2017,39,66,712,165156,129000,90377,65000,3524707,170
4300,"Greater Louisville Association of REALTORS®",2,2017,1054,,,,,192117,156450,202491417,59
4335,"Greater Owensboro Board of REALTORS®",2,2017,80,133,329,138894,120000,141300,126500,11303966,86
4375,"Heart of Kentucky Association of REALTORS®",2,2017,171,359,849,188248,155000,139411,129900,23839388,116
4280,"Henderson-Audubon Board of REALTORS®",2,2017,32,36,61,107331,92250,102791,87700,3289329,44
4285,"Hopkinsville-Christian Board of REALTORS®",2,2017,30,27,210,122697,94750,119218,94750,3576550,153
4290,"Kentucky-Barkley Lakes Board of REALTORS®",2,2017,30,14,327,211788,149900,118421,113250,3552650,136
4295,"Lexington Bluegrass Association of REALTORS®",2,2017,794,1138,3657,292326,186500,163260,145000,129628737,71
4310,"Madisonville-Hopkins Board of REALTORS®",2,2017,23,30,198,153377,126450,88000,78500,2024000,194
4315,"Mayfield-Graves Board of REALTORS®",2,2017,15,0,148,146613,122500,48836,35200,732540,83
4320,"Murray Calloway County Board of REALTORS®",2,2017,27,14,151,281635,194500,139680,105000,3771380,195
4325,"Northern Kentucky Association of REALTORS®",2,2017,395,399,1553,264016,189900,170004,149000,67151879,67
4330,"Old Kentucky Home Board of REALTORS®",2,2017,35,47,183,209176,179900,139804,140000,4893158,127
4340,"Paducah Board of REALTORS®",2,2017,53,22,505,201426,159900,142130,129000,7532900,103
4345,"Pennyrile Board of REALTORS®",2,2017,15,,,,,128533,115000,1928000,147
4355,"REALTOR® Association of Southern Kentucky",2,2017,158,332,767,265822,190000,155474,146950,24564938,119
4370,"Somerset-Lake Cumberland Board of REALTORS®",2,2017,76,63,636,190730,149900,134519,116500,10223426,116
4275,"South Central Kentucky Association of REALTORS®",2,2017,36,37,153,182541,135000,117076,97250,4214750,143
4240,"Ashland Area Board of REALTORS®",1,2017,62,11,658,152634,119450,105243,98000,6525100,174
4250,"Central Kentucky Association of REALTORS®",1,2017,33,,270,177246,137750,96799,73000,3194387,159
4245,"Eastern Kentucky Association of REALTORS®",1,2017,37,59,713,160694,126000,100564,79500,3720880,177
4300,"Greater Louisville Association of REALTORS®",1,2017,957,,,,,197303,162000,188818616,56
4335,"Greater Owensboro Board of REALTORS®",1,2017,79,98,329,164021,144900,152308,130500,12032321,104
4375,"Heart of Kentucky Association of REALTORS®",1,2017,155,307,840,186132,152200,142354,131000,22064954,119
4280,"Henderson-Audubon Board of REALTORS®",1,2017,20,47,138,138503,135250,119939,111250,2398793,71
4285,"Hopkinsville-Christian Board of REALTORS®",1,2017,26,25,216,156919,120000,114149,117500,2967865,169
4290,"Kentucky-Barkley Lakes Board of REALTORS®",1,2017,28,13,292,201334,149250,139637,125000,3909842,171
4295,"Lexington Bluegrass Association of REALTORS®",1,2017,776,1027,3327,279366,179900,179659,146000,139415451,67
4310,"Madisonville-Hopkins Board of REALTORS®",1,2017,40,15,198,149341,117900,123792,115950,4951669,184
4315,"Mayfield-Graves Board of REALTORS®",1,2017,25,0,131,142536,122000,83582,62500,2089551,131
4320,"Murray Calloway County Board of REALTORS®",1,2017,21,6,145,270400,175000,147538,154000,3098298,115
4325,"Northern Kentucky Association of REALTORS®",1,2017,378,375,1584,249902,174900,155033,135500,57846481,60
4330,"Old Kentucky Home Board of REALTORS®",1,2017,46,12,130,212492,181000,133501,133500,6141080,141
4340,"Paducah Board of REALTORS®",1,2017,42,17,493,198613,159000,124110,97750,5212635,132
4345,"Pennyrile Board of REALTORS®",1,2017,23,,,,,129712,89175,2983375,151
4355,"REALTOR® Association of Southern Kentucky",1,2017,174,294,762,262046,184900,166980,146000,29054520,126
4370,"Somerset-Lake Cumberland Board of REALTORS®",1,2017,66,229,626,188121,144900,141310,117500,9326429,131
4275,"South Central Kentucky Association of REALTORS®",1,2017,21,49,147,172057,129900,123795,98000,2599700,165
4240,"Ashland Area Board of REALTORS®",12,2016,77,16,645,153575,124900,133778,100000,10300923,193
4250,"Central Kentucky Association of REALTORS®",12,2016,54,,285,177821,138000,121777,113500,6575968,127
4245,"Eastern Kentucky Association of REALTORS®",12,2016,55,47,742,163002,127700,113049,80000,6217709,190
4300,"Greater Louisville Association of REALTORS®",12,2016,1312,,,,,193951,162400,254463507,48
4335,"Greater Owensboro Board of REALTORS®",12,2016,128,106,305,152090,129900,127540,102500,16325103,90
4375,"Heart of Kentucky Association of REALTORS®",12,2016,214,271,818,189944,159000,146775,135500,31409883,122
4280,"Henderson-Audubon Board of REALTORS®",12,2016,23,21,91,121262,117000,123465,119500,2469300,41
4285,"Hopkinsville-Christian Board of REALTORS®",12,2016,37,26,212,154683,123700,126749,109000,4689700,135
4290,"Kentucky-Barkley Lakes Board of REALTORS®",12,2016,32,4,283,253743,149000,141184,130000,4517900,163
4295,"Lexington Bluegrass Association of REALTORS®",12,2016,1081,737,3711,269348,175000,184636,149000,199591906,63
4310,"Madisonville-Hopkins Board of REALTORS®",12,2016,50,25,193,145334,119900,105342,78450,5267100,160
4315,"Mayfield-Graves Board of REALTORS®",12,2016,26,0,162,137702,119200,103786,98500,2698459,113
4320,"Murray Calloway County Board of REALTORS®",12,2016,29,6,168,233171,162499,128389,119500,3723300,161
4325,"Northern Kentucky Association of REALTORS®",12,2016,542,240,1632,243681,172500,169276,145500,91747894,58
4330,"Old Kentucky Home Board of REALTORS®",12,2016,38,38,194,210038,169250,135910,115000,5164600,109
4340,"Paducah Board of REALTORS®",12,2016,53,11,459,194612,149900,112385,89000,5956405,122
4345,"Pennyrile Board of REALTORS®",12,2016,18,,,,,184375,165000,3318750,250
4355,"REALTOR® Association of Southern Kentucky",12,2016,184,286,754,255568,185700,164465,150500,30261723,112
4370,"Somerset-Lake Cumberland Board of REALTORS®",12,2016,66,149,653,188733,145000,143878,110250,9495928,131
4275,"South Central Kentucky Association of REALTORS®",12,2016,35,41,152,165692,131200,149406,130900,5229200,173
4240,"Ashland Area Board of REALTORS®",11,2016,86,23,756,153520,119900,111798,96500,9614695,167
4250,"Central Kentucky Association of REALTORS®",11,2016,50,,,,,128379,106500,6418950,147
4245,"Eastern Kentucky Association of REALTORS®",11,2016,52,45,786,164310,125450,126100,100000,6557207,188
4300,"Greater Louisville Association of REALTORS®",11,2016,1341,,,,,202890,166000,272075681,45
4335,"Greater Owensboro Board of REALTORS®",11,2016,114,103,338,145962,119900,145875,129900,16609919,82
4375,"Heart of Kentucky Association of REALTORS®",11,2016,186,300,931,189721,154900,148719,140000,27661797,107
4280,"Henderson-Audubon Board of REALTORS®",11,2016,25,18,91,150611,138000,146484,135100,3754600,40
4285,"Hopkinsville-Christian Board of REALTORS®",11,2016,39,29,234,148772,119250,101975,86000,3977011,139
4290,"Kentucky-Barkley Lakes Board of REALTORS®",11,2016,40,4,266,208221,149900,130643,90000,5225750,135
4295,"Lexington Bluegrass Association of REALTORS®",11,2016,1012,954,4022,265842,178500,188364,153700,190624004,61
4310,"Madisonville-Hopkins Board of REALTORS®",11,2016,35,20,203,148983,120000,116656,90000,4082962,177
4315,"Mayfield-Graves Board of REALTORS®",11,2016,29,0,177,110984,87500,102060,85500,2959750,199
4320,"Murray Calloway County Board of REALTORS®",11,2016,30,12,173,248534,174900,154245,119250,4627350,115
4325,"Northern Kentucky Association of REALTORS®",11,2016,523,354,1746,251262,169900,168241,143500,87989961,59
4330,"Old Kentucky Home Board of REALTORS®",11,2016,61,34,207,142833,139900,141422,135500,8626800,135
4340,"Paducah Board of REALTORS®",11,2016,78,13,496,190171,144900,161068,150000,12563358,113
4345,"Pennyrile Board of REALTORS®",11,2016,16,,,,,112331,80750,1797300,273
4355,"REALTOR® Association of Southern Kentucky",11,2016,183,341,840,266398,189000,166498,144500,30469225,121
4370,"Somerset-Lake Cumberland Board of REALTORS®",11,2016,74,41,143,153150,119900,114926,115000,8504551,121
4275,"South Central Kentucky Association of REALTORS®",11,2016,27,53,158,171422,134999,136867,115000,3695400,165
4240,"Ashland Area Board of REALTORS®",10,2016,86,20,822,154282,125000,115148,89250,9902785,158
4250,"Central Kentucky Association of REALTORS®",10,2016,59,,329,183278,145000,127011,118102,6968053,199
4245,"Eastern Kentucky Association of REALTORS®",10,2016,46,65,834,164801,129000,96149,71920,4422878,167
4300,"Greater Louisville Association of REALTORS®",10,2016,1481,,,,,196770,166000,291416720,48
4335,"Greater Owensboro Board of REALTORS®",10,2016,121,224,359,137613,119000,133303,119000,16129717,85
4375,"Heart of Kentucky Association of REALTORS®",10,2016,211,354,958,190352,152750,147332,133500,31087117,127
4280,"Henderson-Audubon Board of REALTORS®",10,2016,29,23,166,130772,115900,138112,115500,4005251,87
4285,"Hopkinsville-Christian Board of REALTORS®",10,2016,43,38,240,138190,125000,132883,125000,5713970,135
4290,"Kentucky-Barkley Lakes Board of REALTORS®",10,2016,47,3,292,201853,159200,135901,105000,6387375,143
4295,"Lexington Bluegrass Association of REALTORS®",10,2016,1050,1141,4279,271641,179900,184778,155000,194016413,63
4310,"Madisonville-Hopkins Board of REALTORS®",10,2016,29,28,211,149517,129900,98732,93900,2863216,162
4315,"Mayfield-Graves Board of REALTORS®",10,2016,19,0,157,113768,59900,107104,56000,2034994,105
4320,"Murray Calloway County Board of REALTORS®",10,2016,24,3,150,257745,174950,154115,106500,3698775,120
4325,"Northern Kentucky Association of REALTORS®",10,2016,621,546,1891,255942,175000,170255,150000,105721828,52
4330,"Old Kentucky Home Board of REALTORS®",10,2016,52,52,220,208439,173700,147159,139450,7652275,118
